iter	Logloss
396	0.3332084379
397	0.3330600255
398	0.3330123007
399	0.3326674045
400	0.332548926
401	0.3323989565
402	0.3322689258
403	0.3320986482
404	0.3319051446
405	0.331722166
406	0.3315432755
407	0.3314148356
408	0.3311491197
409	0.3310840546
410	0.3309850365
411	0.3308915406
412	0.3306548543
413	0.3303841144
414	0.3302666256
415	0.3300530595
416	0.3299521115
417	0.3296925356
418	0.3293677455
419	0.3292939798
420	0.3292019963
421	0.328955133
422	0.3287439057
423	0.3286459256
424	0.3285660026
425	0.3283526399
426	0.3281750781
427	0.3280847846
428	0.3279715909
429	0.3277253001
430	0.3275789427
431	0.3275170616
432	0.3273715547
433	0.3271104794
434	0.3267693634
435	0.326642465
436	0.3265187917
437	0.3263414723
438	0.3262651887
439	0.3259765297
440	0.3258791489
441	0.325704153
442	0.325516802
443	0.325295616
444	0.325180544
445	0.3250203333
446	0.324976687
447	0.3248625041
448	0.3247427454
449	0.3244791663
450	0.3244267779
451	0.3243279457
452	0.3241977269
453	0.3240801975
454	0.3238379743
455	0.3235907248
456	0.3234186933
457	0.3231739772
458	0.3229839265
459	0.3229032068
460	0.3228411259
461	0.3227120191
462	0.3226033268
463	0.3223299614
464	0.3220900265
465	0.3219620585
466	0.3219230216
467	0.3217771536
468	0.3217249171
469	0.3215938142
470	0.3214204215
471	0.3213382447
472	0.3212146626
473	0.3211040021
474	0.3210622929
475	0.3209207302
476	0.3208429639
477	0.3207435119
478	0.3205628093
479	0.3204314573
480	0.3203971481
481	0.3202644135
482	0.3200861124
483	0.3198804231
484	0.3196727116
485	0.3195421172
486	0.319258865
487	0.3191581836
488	0.3190792189
489	0.3188347409
490	0.318637704
491	0.3183665967
492	0.3183497327
493	0.3181745331
494	0.3179227869
495	0.3177965871
496	0.3176712582
497	0.3175255695
498	0.3172458249
499	0.3171755347
500	0.3170538377
501	0.3169237215
502	0.316547477
503	0.3164966128
504	0.3163268665
505	0.3161767122
506	0.3160644952
507	0.3158792433
508	0.3155880668
509	0.315494354
510	0.3154295132
511	0.3152883695
512	0.3152008253
513	0.3151247949
514	0.3150498301
515	0.3148830195
516	0.3146331826
517	0.3145095619
518	0.3144147219
519	0.3141934254
520	0.3140097909
521	0.3137506361
522	0.3134977144
523	0.3134852996
524	0.3133238561
525	0.3131220987
526	0.3130540061
527	0.3129710189
528	0.3128731563
529	0.3127564533
530	0.3126446105
531	0.3125511027
532	0.3124437554
533	0.3123003772
534	0.3120307314
535	0.3120132553
536	0.3118082425
537	0.3115208122
538	0.3113957874
539	0.3112716852
540	0.3112224908
541	0.3111084006
542	0.3109919609
543	0.3109005883
544	0.3106630654
545	0.310605522
546	0.310572594
547	0.310507003
548	0.3103760537
549	0.3102924664
550	0.3102485003
551	0.3101207771
552	0.3100179884
553	0.309952148
554	0.3097883658
555	0.3096599035
556	0.3094957748
557	0.309401959
558	0.3093332793
559	0.3093042560	560	0.3091995561	0.3141500406
562	0.3140852538
563	0.313917401
564	0.3137754755
565	0.3136544838
566	0.3135282288
567	0.313525307
568	0.3133074663
569	0.3132080394
570	0.3131110549
571	0.3129634332
572	0.3128891681
573	0.3128264558
574	0.3127457744
575	0.3125009711
576	0.3124325164
577	0.312252913
578	0.3121988858
579	0.312126597
580	0.3119324171
581	0.3118683565
582	0.3117757727
583	0.3116447631
584	0.3115427421
585	0.3114522168
586	0.3113990394
587	0.3112095671
588	0.3110391619
589	0.310987794
590	0.3108805861
591	0.3106725374
592	0.3105726218
593	0.3103887046
594	0.3102169632
595	0.3100246214
596	0.3097643868
597	0.3097124687
598	0.3095049337
599	0.3094126492
600	0.309303095
601	0.3091975206
602	0.3090870803
603	0.3090578923
604	0.3089009792
605	0.3087915058
606	0.3086962038
607	0.3085964227
608	0.3084815382
609	0.3082693014
610	0.3081076923
611	0.3080535684
612	0.3079371234
613	0.3078891536
614	0.3077193659
615	0.3076669273
616	0.3076345067
617	0.3074919912
618	0.3074046735
619	0.3070046263
620	0.3068434851
621	0.3067216927
622	0.3065288287
623	0.3064425887
624	0.3064039527
625	0.306285162
626	0.3061995437
627	0.3061111852
628	0.3060801863
629	0.3060099583
630	0.3059678634
631	0.3058112945
632	0.3055484995
633	0.3053045244
634	0.3052125373
635	0.3052028458
636	0.3051452533
637	0.3050404028
638	0.3048622997
639	0.3048038215
640	0.3047017528
641	0.3045296173
642	0.3042655354
643	0.3042134881
644	0.3041017627
645	0.3039070691
646	0.3037862874
647	0.303665639
648	0.3036065194
649	0.3034789529
650	0.3033976599
651	0.3033218873
652	0.3031117963
653	653	0.2982895654	0.3028366316
655	0.3027146183
656	0.3025789979
657	657	0.2980455129
658	0.2979894664
659	0.2979016718
660	0.2977752654
661	0.2977251605
662	0.2975774562
663	0.297405922
664	0.2972616701
665	0.2971361069
666	0.2969701932
667	0.2969017547
668	0.296806675
669	0.296743214
670	0.2967417075
671	0.2966714488
672	0.296586048
673	0.2965847353
674	0.2965403562
675	0.2965033411
676	0.2963176787
677	0.2962040902
678	0.2960371141
679	0.295958957
680	0.2958447573
681	0.2957803897
682	0.2957058985
683	0.2955990339
684	0.2954669844
685	0.2953925259
686	0.2952637961
687	0.2951386395
688	0.2950927546
689	0.2949438338
690	0.294835474
691	0.2947069022
692	0.2945992079
693	0.2944200715
694	0.2943193171
695	0.2941449396
696	0.2941137062
697	0.2940635046
698	0.2939969191
699	0.2939062493
700	0.2937855267
701	0.2936213491
702	0.2935121303
703	0.2933419127
704	0.2932539844
705	0.2931937895
706	0.2931753039
707	0.2930351469
708	0.2929658333
709	0.2928910132
710	0.2928148989
711	0.2927668422
712	0.2926909116
713	0.2926476262
714	0.2925497911
715	0.2924784282
716	0.2923755923
717	0.2923242426
718	0.2922477919
719	0.2921805993
720	0.2920401918
721	0.2919483661
722	0.291767429
723	0.2917232665
724	0.2914358329
725	0.2912594569
726	0.29111817
727	0.291022065
728	0.2909111458
729	0.2907992336
730	0.290688264
731	0.2905622198
732	0.2904830556
733	0.2903727541
734	0.2902973387
735	0.2901849353
736	0.2900898114
737	0.2900348667
738	0.2900071801
739	0.2899080276
740	0.2898017376
741	0.2897714523
742	0.289619663
743	0.2894892605
744	0.2894283145
745	0.2892035051
746	0.2891425713
747	0.2888746462
748	0.2888013531
749	0.2886363981
750	0.2884120009
751	0.288398476
752	0.2881945764
753	0.2880723684
754	0.2879703425
755	0.2878842567
756	0.2878097702
757	0.2877585919
758	0.2875639197
759	0.2873901124
760	0.2872362128
761	0.2871667179
762	0.2869893126
763	0.2869008241
764	0.2868615363
765	0.2866521246
766	0.2865379933
767	0.2864381172
768	0.2863309364
769	0.2862363295
770	0.2861713944
771	0.2860699429
772	0.285975624
773	0.2858780089
7775	0.28405959327776	0.28400271987777	0.2838195052
778	0.2838141587
779	0.2837452333
780	0.2836613184
781	0.2836047559
782	0.2835907704
783	0.283500615
784	0.2834245888
785	0.2833847828
786	0.283224656
787	0.2831372593
788	0.2830725936
789	0.2830293392
790	0.2829724831
791	0.2828489275
792	0.2828152071
793	0.282751359
794	0.2825956513
795	0.2825251692
796	0.2824242562
797	0.2822280123
798	0.2821370783
799	0.2819737788
800	0.2819037359
801	0.2817438932
802	0.2815804949
803	0.2814233307
804	0.2812746488
805	0.2811727047
806	0.2810244735
807	0.2808735826
808	0.2808480437
809	0.2807489231
810	0.2806522033
811	0.2805325229
812	0.2804180547
813	0.2803437235
814	0.2802785008
815	0.2800814933
816	0.2800404627
817	0.2799316272
818	0.2798226123
819	0.2797668468
820	0.279696012
821	0.2796288336
822	0.2794704017
823	0.2793358584
824	0.2791732436
825	0.2790704326
826	0.2789087873
827	0.2788254123
828	0.2787300534
829	0.2786280999
830	0.2785326897
831	0.2784630417
832	0.2783484083
833	0.2782901239
834	0.2781316777
835	0.2780173292
836	0.2779293491
837	0.2778552997
838	0.2777328715
839	0.2775653796
840	0.2775081425
841	0.2774360406
842	0.2772785882
843	0.2771108475
844	0.2769920606
845	0.2768192783
846	0.2767363446
847	0.2766814668
848	0.2765875911
849	0.2765740028
850	0.2764322656
851	0.2762822555
852	0.2762068995
853	0.2761741773
854	0.2760281198
855	0.2759337016
856	0.2758302456
857	0.2756074098
858	0.2755787752
859	0.2754345004
860	0.2753960941
861	0.2753344574
862	0.275270029
863	0.2752264173
864	0.2751205343
865	0.2749393987
866	0.2748162399
867	0.2746441927
868	0.2745349649
869	0.2744146904
870	0.2743736903
871	0.2742941987
872	0.2742431362
873	0.2742060262
874	0.274172433
875	0.2740691655
876	0.2738401148
877	0.2737810599
878	0.2736948637
879	0.2736411149
880	0.2734564917
881	0.2732832095
882	0.2732107321
883	0.2731652152
884	0.2731082477
885	0.2730625743
886	0.2729196902
887	0.2727364913
888	0.2726809555
889	0.2725815339
890	0.2724800903
891	0.2724577903
892	0.2724344942
893	0.2722472168
894	0.2722038591
895	0.2720489491
896	0.2718927572
897	0.2718179686
898	0.2717313042
899	0.27161105
900	0.2714192936
901	0.2713841225
902	0.2712227871
903	0.2711008686
904	0.2709768212
905	0.2709205941
906	0.2707561504
907	0.2707124367
908	0.2705741503
909	0.2704427144
910	0.2703610881
911	0.2703262154
912	0.2701122023
913	0.2700729128
914	0.2700293109
915	0.2699320958
916	0.269783033
917	0.2696745817
918	0.2695918297
919	0.2694310602
920	0.2693899156
921	0.2692965434
922	0.2692036505
923	0.2690818286
924	0.2689810856
925	0.2689253927
926	0.268888954
927	0.2688600936
928	0.2686713324
929	0.2685940035
930	0.2683292178
931	0.2682427098
932	0.268135751
933	0.2680140169
934	0.2679490768
935	0.2678238201
936	0.2677726397
937	0.2677507804
938	0.2676925063
939	0.2675553932
940	0.2674427922
941	0.2673223938
942	0.2672707827
943	0.2672943	0.2944	0.2670944	0.2684166736
945	0.268328616
946	0.268256693
947	0.268143255
948	0.2680781656
949	0.2679869066
950	0.2679034049
951	0.2677907108
952	0.2677268963
953	0.2676472188
954	0.267536598
955	0.26742956	0.956	0.26730957	0.957	0.26722958	0.2658039215
959	0.265750369
960	0.2656663811
961	0.2656267879
962	0.2655057583
963	0.2654266686
964	0.2653900395
965	0.265290227
966	0.2651845228
967	0.2650856471
968	0.2650348304
969	0.2650185469
970	0.2648242252
971	0.2646937278
972	0.2645857805
973	0.2645121345
974	0.2644517392
975	0.2642870601
976	0.2641859102
977	0.2640958277
978	0.2640254027
979	0.2639251081
980	0.2638745208
981	0.2638323692
982	0.2637208349
983	0.2635856793
984	0.2634285975
985	0.2632791621
986	0.2632407095
987	0.2630243479
988	0.2629220207
989	0.2628473734
990	0.2626809804
991	0.2625506829
992	0.2624371192
993	0.2622933473
994	0.2622027182
995	0.2621673464
996	0.2621109019
997	0.2619938323
998	0.2619042194
999	0.2617868611
1
99	0.2470972608
