epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,7308.75,1.07493,0.49275,0.98116,0.98593,0.99151,0.99173,0.63589,1.21083,0.44099,0.90508,0.002212,0.002212,0.002212
120,7369.92,1.07279,0.49005,0.98424,0.98662,0.99232,0.9927,0.63718,1.20784,0.43971,0.90398,0.002146,0.002146,0.002146
121,7431.27,1.07012,0.49065,0.98371,0.98666,0.99239,0.99268,0.63827,1.2058,0.43761,0.9033,0.00208,0.00208,0.00208
122,7492.36,1.06845,0.49047,0.97987,0.98701,0.99267,0.99279,0.63906,1.20435,0.43575,0.90271,0.002014,0.002014,0.002014
123,7553.56,1.05991,0.48581,0.9752,0.98714,0.99288,0.99265,0.64018,1.20145,0.43477,0.90185,0.001948,0.001948,0.001948
124,7614.8,1.05713,0.48084,0.9764,0.98707,0.99287,0.99274,0.6418,1.19837,0.43422,0.90086,0.001882,0.001882,0.001882
125,7676.05,1.06054,0.48454,0.9765,0.98725,0.99266,0.99263,0.64263,1.19583,0.43289,0.89987,0.001816,0.001816,0.001816
126,7737.37,1.04691,0.47934,0.97344,0.98703,0.99267,0.99261,0.64409,1.19368,0.43211,0.8993,0.00175,0.00175,0.00175
127,7798.57,1.04094,0.47793,0.9706,0.98706,0.99262,0.99263,0.64415,1.19218,0.43084,0.89869,0.001684,0.001684,0.001684
128,7859.86,1.03554,0.47263,0.96659,0.98708,0.99264,0.99261,0.64434,1.18996,0.42823,0.89787,0.001618,0.001618,0.001618
129,7921.09,1.03984,0.47408,0.96543,0.98652,0.99291,0.99261,0.64593,1.18767,0.42618,0.89714,0.001552,0.001552,0.001552
130,7982.24,1.03223,0.46871,0.9656,0.98664,0.99294,0.99263,0.64639,1.18531,0.42572,0.8965,0.001486,0.001486,0.001486
131,8043.37,1.02305,0.47063,0.96475,0.98661,0.9928,0.99276,0.64724,1.18293,0.42469,0.89563,0.00142,0.00142,0.00142
132,8104.66,1.02606,0.46759,0.96321,0.98672,0.99273,0.9928,0.64731,1.18036,0.42253,0.89478,0.001354,0.001354,0.001354
